                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 1.0756,                0.91865,                 1.4026,                0.80551,                 0.7299,                 0.8113,                0.53455,                 1.1549,                0.82573,                 1.4135,               0.000845,               0.000845,               0.000845
                     37,                 1.0767,                0.89538,                 1.3892,                0.81865,                0.75403,                0.81957,                0.53826,                 1.1436,                0.82624,                 1.4184,               0.000812,               0.000812,               0.000812
                     38,                 1.0946,                0.92701,                 1.4037,                0.81042,                0.75389,                0.82135,                0.54012,                 1.1375,                0.80588,                 1.4043,               0.000779,               0.000779,               0.000779
                     39,                 1.0689,                0.89808,                 1.3938,                0.85095,                0.73523,                0.82477,                0.53879,                  1.163,                0.83968,                 1.4367,               0.000746,               0.000746,               0.000746
                     40,                 1.0781,                0.90238,                 1.4003,                0.79598,                0.77343,                0.82723,                0.54427,                 1.1618,                0.81242,                 1.4258,               0.000713,               0.000713,               0.000713
                     41,                 1.0335,                0.83705,                 1.3671,                0.82415,                0.74545,                0.82335,                0.54374,                 1.1614,                0.80833,                 1.4245,                0.00068,                0.00068,                0.00068
                     42,                 1.0548,                0.86897,                 1.3716,                0.82117,                0.76188,                0.82792,                0.54822,                 1.1365,                0.80295,                 1.4076,               0.000647,               0.000647,               0.000647
                     43,                 1.0314,                 0.8668,                 1.3612,                0.83042,                 0.7527,                0.82851,                0.54284,                 1.1417,                0.80451,                 1.4169,               0.000614,               0.000614,               0.000614
                     44,                  1.021,                0.83524,                 1.3614,                 0.8399,                0.74189,                0.82881,                0.54184,                 1.1503,                 0.7843,                 1.4097,               0.000581,               0.000581,               0.000581
                     45,                 1.0091,                0.81884,                 1.3569,                0.83114,                0.75437,                0.82573,                0.54763,                 1.1219,                0.77777,                 1.4045,               0.000548,               0.000548,               0.000548
                     46,                 1.0063,                0.81766,                 1.3426,                0.83299,                0.74411,                0.83306,                0.55511,                 1.1202,                0.76929,                 1.3963,               0.000515,               0.000515,               0.000515
                     47,                 1.0022,                0.82901,                 1.3436,                0.83271,                 0.7452,                0.82765,                0.54878,                 1.1202,                0.78067,                 1.3949,               0.000482,               0.000482,               0.000482
                     48,                 1.0078,                0.78649,                 1.3414,                 0.8142,                0.74989,                0.82832,                0.55707,                  1.114,                 0.7796,                  1.389,               0.000449,               0.000449,               0.000449
                     49,                0.96832,                0.77009,                 1.3269,                 0.8329,                0.76633,                0.84111,                0.56005,                 1.1183,                0.75304,                 1.3885,               0.000416,               0.000416,               0.000416
                     50,                0.98282,                0.78148,                 1.3298,                0.85029,                0.75211,                0.83854,                0.55614,                 1.1192,                0.76369,                 1.3799,               0.000383,               0.000383,               0.000383
                     51,                0.89563,                0.65421,                 1.2812,                0.82978,                0.75922,                0.83145,                0.55876,                 1.1139,                0.76945,                 1.3887,                0.00035,                0.00035,                0.00035
                     52,                0.86558,                0.63024,                 1.2649,                0.80462,                0.77032,                0.83029,                0.55573,                 1.1116,                0.76845,                 1.3879,               0.000317,               0.000317,               0.000317
                     53,                0.86046,                0.60202,                 1.2529,                0.81645,                0.75088,                0.82507,                0.55754,                 1.1005,                0.77685,                 1.3752,               0.000284,               0.000284,               0.000284
                     54,                0.84193,                0.59894,                 1.2409,                0.84662,                0.76366,                0.84254,                 0.5657,                 1.0993,                 0.7457,                 1.3847,               0.000251,               0.000251,               0.000251
                     55,                0.84118,                 0.5844,                 1.2326,                0.83458,                0.76277,                0.83155,                0.55965,                 1.0985,                0.75784,                 1.3787,               0.000218,               0.000218,               0.000218
                     56,                0.81355,                0.56944,                 1.2136,                0.83384,                0.76055,                0.83336,                0.56481,                 1.0896,                0.75345,                 1.3796,               0.000185,               0.000185,               0.000185
                     57,                0.81148,                 0.5641,                 1.2064,                0.81809,                0.77718,                0.83668,                0.56761,                 1.0814,                0.73525,                 1.3706,               0.000152,               0.000152,               0.000152
                     58,                0.79711,                0.55678,                 1.2027,                0.83091,                0.75749,                0.83313,                 0.5646,                 1.0926,                0.74868,                 1.3812,               0.000119,               0.000119,               0.000119
                     59,                0.79663,                0.54164,                 1.2004,                0.81338,                0.77448,                0.83349,                0.56866,                 1.0818,                0.73517,                 1.3723,                8.6e-05,                8.6e-05,                8.6e-05
                     60,                0.78404,                0.54703,                 1.1907,                0.82474,                 0.7721,                0.83855,                 0.5708,                 1.0794,                0.73309,                  1.367,                5.3e-05,                5.3e-05,                5.3e-05
