                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.1032,                0.79143,                 1.2254,                0.82193,                0.76281,                0.83822,                0.53979,                 1.2141,                0.84635,                 1.3107,               0.001208,               0.001208,               0.001208
                     26,                 1.0878,                0.79405,                 1.2316,                0.82956,                0.75243,                0.82822,                0.53003,                 1.2289,                 0.8096,                 1.3013,               0.001175,               0.001175,               0.001175
                     27,                 1.1049,                0.78491,                 1.2156,                0.82408,                0.76788,                0.83527,                0.54781,                 1.1914,                  0.785,                 1.2876,               0.001142,               0.001142,               0.001142
                     28,                  1.084,                0.77118,                 1.2108,                0.82504,                0.76464,                0.83253,                0.54867,                 1.1801,                 0.7842,                 1.2738,               0.001109,               0.001109,               0.001109
                     29,                 1.0749,                0.77209,                 1.2092,                 0.8339,                0.75383,                0.83162,                0.53382,                 1.2284,                0.79283,                 1.2909,               0.001076,               0.001076,               0.001076
                     30,                 1.0633,                0.76466,                 1.2027,                0.82568,                0.78276,                0.84082,                0.55363,                 1.1952,                0.77186,                 1.2877,               0.001043,               0.001043,               0.001043
                     31,                 1.0396,                0.74456,                 1.1976,                0.83775,                 0.7761,                0.84415,                0.54981,                 1.1893,                0.77791,                 1.2829,                0.00101,                0.00101,                0.00101
                     32,                 1.0465,                0.74065,                 1.1883,                0.84169,                0.76588,                0.83785,                0.54948,                   1.19,                0.78279,                 1.2896,               0.000977,               0.000977,               0.000977
                     33,                 1.0448,                0.73097,                 1.1974,                0.80681,                0.77921,                0.83187,                0.55536,                 1.1656,                0.77329,                  1.273,               0.000944,               0.000944,               0.000944
                     34,                 1.0479,                0.74315,                 1.1915,                0.80917,                0.76011,                0.83032,                0.55091,                 1.1618,                0.77467,                 1.2613,               0.000911,               0.000911,               0.000911
                     35,                 1.0201,                0.72083,                 1.1806,                0.81748,                0.77001,                0.83048,                 0.5374,                 1.2128,                0.78199,                 1.2882,               0.000878,               0.000878,               0.000878
                     36,                 1.0335,                0.71824,                   1.18,                0.84584,                0.77032,                0.84546,                0.55625,                 1.1733,                0.74832,                 1.2737,               0.000845,               0.000845,               0.000845
                     37,                  1.027,                0.71162,                 1.1737,                0.83552,                0.77181,                0.84414,                 0.5522,                 1.1811,                0.76529,                 1.2625,               0.000812,               0.000812,               0.000812
                     38,                 1.0072,                0.70092,                 1.1736,                0.84268,                0.78528,                0.84985,                 0.5624,                 1.1707,                 0.7405,                 1.2642,               0.000779,               0.000779,               0.000779
                     39,                  1.023,                 0.7073,                 1.1777,                0.83965,                0.78143,                0.84644,                0.55285,                 1.1924,                0.77781,                 1.2859,               0.000746,               0.000746,               0.000746
                     40,                 1.0027,                0.69124,                 1.1633,                0.85073,                  0.761,                 0.8433,                0.56263,                 1.1545,                0.76074,                  1.268,               0.000713,               0.000713,               0.000713
                     41,                0.99934,                0.69116,                 1.1711,                0.83774,                 0.7844,                0.85137,                0.56163,                 1.1681,                0.73413,                 1.2726,                0.00068,                0.00068,                0.00068
                     42,                  1.005,                0.68193,                 1.1553,                0.83007,                0.78988,                 0.8502,                0.56257,                 1.1652,                 0.7317,                 1.2593,               0.000647,               0.000647,               0.000647
                     43,                0.99701,                0.67339,                 1.1546,                0.85393,                0.77132,                0.84937,                0.56108,                 1.1733,                0.73756,                 1.2685,               0.000614,               0.000614,               0.000614
                     44,                 1.0003,                 0.6806,                 1.1519,                0.83833,                0.80167,                0.86421,                0.57301,                 1.1452,                0.71951,                 1.2468,               0.000581,               0.000581,               0.000581
                     45,                0.98774,                0.66952,                 1.1556,                0.84381,                0.78959,                0.85878,                 0.5714,                 1.1533,                0.72139,                 1.2541,               0.000548,               0.000548,               0.000548
                     46,                0.97602,                0.66012,                 1.1463,                0.83667,                0.80631,                0.86296,                0.58064,                 1.1285,                0.71213,                 1.2492,               0.000515,               0.000515,               0.000515
                     47,                0.97114,                 0.6554,                 1.1454,                0.83678,                0.79254,                0.86016,                0.57465,                 1.1424,                0.70996,                 1.2483,               0.000482,               0.000482,               0.000482
                     48,                0.96029,                0.64368,                 1.1356,                0.84034,                0.78562,                0.85561,                0.57723,                 1.1459,                0.71392,                 1.2522,               0.000449,               0.000449,               0.000449
                     49,                0.96644,                0.64438,                 1.1353,                 0.8408,                0.80239,                0.86026,                0.57777,                 1.1427,                0.70169,                 1.2493,               0.000416,               0.000416,               0.000416
                     50,                0.95424,                0.62727,                 1.1232,                0.86032,                0.77521,                0.85998,                0.57037,                 1.1595,                0.71271,                 1.2504,               0.000383,               0.000383,               0.000383
                     51,                 0.9164,                0.55546,                 1.0927,                0.85092,                0.79876,                0.86401,                 0.5806,                 1.1375,                 0.6963,                 1.2512,                0.00035,                0.00035,                0.00035
                     52,                0.91359,                0.55011,                 1.0918,                0.85588,                0.80009,                0.86874,                0.58388,                 1.1256,                0.70118,                 1.2328,               0.000317,               0.000317,               0.000317
                     53,                0.89746,                0.54256,                 1.0811,                0.85815,                0.79017,                0.86204,                0.58268,                 1.1292,                0.69025,                 1.2406,               0.000284,               0.000284,               0.000284
                     54,                0.88896,                0.53666,                 1.0764,                0.85059,                0.80174,                0.86505,                0.58276,                 1.1331,                0.70306,                 1.2466,               0.000251,               0.000251,               0.000251
                     55,                0.87283,                0.52385,                 1.0671,                 0.8458,                0.80098,                0.86493,                0.58394,                 1.1227,                0.69723,                  1.244,               0.000218,               0.000218,               0.000218
                     56,                0.86477,                0.51124,                 1.0695,                0.84912,                0.79254,                0.86125,                0.58278,                 1.1233,                0.69358,                 1.2424,               0.000185,               0.000185,               0.000185
                     57,                0.86418,                0.51458,                 1.0571,                0.85695,                0.78775,                0.86589,                0.58555,                 1.1233,                 0.6877,                 1.2518,               0.000152,               0.000152,               0.000152
                     58,                0.85901,                0.50683,                 1.0601,                0.83875,                0.79742,                 0.8658,                0.58777,                 1.1171,                0.69256,                 1.2365,               0.000119,               0.000119,               0.000119
                     59,                0.85691,                0.50212,                 1.0597,                0.85348,                0.80142,                0.86702,                0.58824,                 1.1153,                0.68296,                 1.2417,                8.6e-05,                8.6e-05,                8.6e-05
                     60,                0.84678,                0.49534,                 1.0588,                0.85246,                0.79876,                0.86593,                0.58845,                 1.1177,                0.68237,                 1.2414,                5.3e-05,                5.3e-05,                5.3e-05
