                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                0.78507,                0.78195,                 1.1962,                0.81394,                0.88335,                0.91915,                0.75999,                0.67007,                0.62645,                 1.1934,              0.0013189,              0.0013189,              0.0013189
                     20,                0.77774,                0.78853,                 1.1847,                0.77059,                0.88308,                0.92444,                0.76763,                 0.6713,                0.64003,                 1.1983,              0.0013067,              0.0013067,              0.0013067
                     21,                0.78501,                0.78893,                 1.1861,                0.87343,                0.87509,                0.93112,                0.76838,                0.68559,                0.56308,                 1.2151,              0.0012939,              0.0012939,              0.0012939
                     22,                0.76517,                0.76046,                 1.1759,                0.84871,                0.87939,                0.92866,                0.76882,                 0.6623,                0.57578,                 1.1835,              0.0012806,              0.0012806,              0.0012806
                     23,                0.76607,                0.76377,                 1.1717,                 0.8163,                0.87629,                0.91765,                0.75878,                0.65854,                0.63807,                 1.1953,              0.0012667,              0.0012667,              0.0012667
                     24,                0.76595,                0.75762,                 1.1768,                0.82258,                0.90032,                0.92062,                0.76676,                0.66159,                0.56236,                 1.1854,              0.0012522,              0.0012522,              0.0012522
                     25,                0.76451,                0.74391,                 1.1688,                0.81496,                0.86908,                0.90808,                0.74509,                0.68355,                0.59645,                 1.2059,              0.0012373,              0.0012373,              0.0012373
                     26,                0.75885,                0.73706,                 1.1749,                0.81785,                0.85049,                 0.9243,                0.76246,                0.65663,                 0.6317,                 1.1824,              0.0012218,              0.0012218,              0.0012218
                     27,                0.74331,                0.71468,                 1.1572,                0.87752,                0.89713,                0.93758,                0.79765,                0.63083,                0.52066,                 1.1611,              0.0012059,              0.0012059,              0.0012059
                     28,                0.74969,                0.72406,                 1.1599,                 0.8698,                0.88256,                0.94193,                0.79857,                0.61299,                0.52861,                 1.1437,              0.0011894,              0.0011894,              0.0011894
                     29,                0.74668,                0.72582,                 1.1623,                0.78879,                0.86983,                0.91222,                0.77223,                0.63365,                0.65452,                 1.1686,              0.0011725,              0.0011725,              0.0011725
                     30,                0.73292,                0.70985,                 1.1569,                0.88205,                0.86402,                 0.9358,                0.78844,                0.61853,                0.51683,                 1.1527,              0.0011552,              0.0011552,              0.0011552
                     31,                0.72483,                0.68214,                 1.1437,                0.86584,                0.89028,                0.93269,                0.79174,                0.61075,                0.51892,                 1.1366,              0.0011374,              0.0011374,              0.0011374
                     32,                0.71909,                0.69072,                  1.144,                0.86461,                0.88823,                0.93337,                0.79928,                0.60132,                0.50307,                 1.1332,              0.0011192,              0.0011192,              0.0011192
                     33,                0.73445,                0.68878,                  1.157,                0.86652,                0.89673,                0.94036,                0.80021,                0.60569,                0.50498,                 1.1373,              0.0011007,              0.0011007,              0.0011007
                     34,                0.71768,                0.68239,                 1.1417,                0.87421,                0.86013,                0.93217,                0.78753,                0.63306,                0.59317,                 1.1655,              0.0010817,              0.0010817,              0.0010817
                     35,                0.72145,                0.66834,                  1.144,                0.87181,                0.90041,                0.94275,                0.79706,                0.60155,                0.50028,                  1.133,              0.0010624,              0.0010624,              0.0010624
                     36,                0.71405,                0.64427,                 1.1345,                0.87513,                0.93269,                 0.9533,                0.81842,                0.58846,                0.45668,                 1.1236,              0.0010428,              0.0010428,              0.0010428
                     37,                0.69957,                0.64631,                 1.1336,                0.89324,                0.91483,                 0.9526,                0.82144,                0.58742,                0.46259,                 1.1171,              0.0010228,              0.0010228,              0.0010228
                     38,                 0.6983,                0.65748,                 1.1331,                0.89143,                0.90253,                0.94056,                0.80914,                0.57715,                0.47991,                 1.1049,              0.0010026,              0.0010026,              0.0010026
                     39,                0.68926,                 0.6369,                 1.1279,                0.87516,                0.90847,                0.94457,                0.81486,                 0.5929,                0.49861,                  1.114,             0.00098204,             0.00098204,             0.00098204
                     40,                0.69793,                0.62718,                 1.1291,                0.91039,                0.90693,                0.95068,                0.81514,                0.59039,                0.44926,                 1.1196,             0.00096125,             0.00096125,             0.00096125
                     41,                0.69053,                0.61604,                   1.12,                0.85773,                0.92811,                0.93634,                0.79252,                0.60912,                0.47355,                 1.1408,             0.00094023,             0.00094023,             0.00094023
                     42,                0.68713,                0.62079,                 1.1183,                0.87927,                0.92082,                 0.9439,                0.81214,                0.57909,                0.45044,                 1.1068,             0.00091899,             0.00091899,             0.00091899
                     43,                0.69174,                0.62467,                 1.1275,                0.86591,                0.88604,                0.94332,                0.81011,                0.58404,                0.48606,                 1.1006,             0.00089756,             0.00089756,             0.00089756
                     44,                0.69052,                0.60781,                 1.1188,                0.88884,                0.91635,                0.95165,                0.82026,                0.58035,                0.44128,                 1.1074,             0.00087595,             0.00087595,             0.00087595
                     45,                0.68365,                0.60995,                 1.1214,                 0.9017,                0.91904,                0.95265,                0.82397,                0.56385,                0.43177,                  1.095,             0.00085419,             0.00085419,             0.00085419
                     46,                0.67921,                0.60383,                   1.12,                 0.8961,                0.92245,                0.94959,                0.81883,                0.57675,                0.45102,                 1.0972,              0.0008323,              0.0008323,              0.0008323
                     47,                0.67503,                0.59775,                 1.1133,                0.88115,                 0.9257,                0.95309,                0.82272,                0.57346,                0.44108,                 1.1091,              0.0008103,              0.0008103,              0.0008103
                     48,                0.66583,                0.58922,                  1.107,                0.90952,                0.91516,                0.95491,                0.82784,                0.57059,                0.42752,                  1.102,             0.00078821,             0.00078821,             0.00078821
                     49,                0.66788,                0.58539,                  1.108,                0.91027,                0.91145,                 0.9525,                 0.8275,                0.55971,                0.43447,                 1.0932,             0.00076606,             0.00076606,             0.00076606
                     50,                0.65781,                0.57996,                 1.1022,                0.91296,                0.92381,                0.95376,                0.82675,                0.56655,                0.43382,                 1.0923,             0.00074386,             0.00074386,             0.00074386
                     51,                 0.6555,                0.57134,                 1.1126,                0.90212,                0.94818,                0.96015,                 0.8319,                0.56243,                0.41545,                 1.0841,             0.00072165,             0.00072165,             0.00072165
                     52,                0.65915,                0.56454,                 1.1058,                0.90408,                0.91693,                0.95378,                0.82946,                0.56191,                0.44227,                 1.0894,             0.00069943,             0.00069943,             0.00069943
                     53,                0.66012,                0.55649,                 1.1045,                0.92197,                0.92292,                0.95118,                  0.826,                0.56777,                0.42994,                 1.0957,             0.00067723,             0.00067723,             0.00067723
                     54,                0.65813,                0.56083,                 1.1034,                0.90822,                0.92765,                0.95485,                0.83428,                0.55185,                 0.4074,                 1.0751,             0.00065508,             0.00065508,             0.00065508
                     55,                0.64617,                0.54356,                 1.0955,                0.89854,                0.90274,                0.94691,                0.82591,                0.56034,                 0.4421,                 1.0812,             0.00063299,             0.00063299,             0.00063299
                     56,                0.65031,                0.55107,                 1.1045,                0.92129,                0.93208,                0.95503,                0.83088,                0.55319,                0.40752,                 1.0812,             0.00061099,             0.00061099,             0.00061099
                     57,                0.64543,                0.55524,                 1.0959,                0.91474,                0.92471,                0.95286,                 0.8348,                0.54928,                  0.411,                 1.0762,              0.0005891,              0.0005891,              0.0005891
                     58,                0.64312,                0.54704,                 1.1029,                0.91333,                0.93967,                0.95478,                0.83515,                0.55227,                0.41296,                 1.0748,             0.00056734,             0.00056734,             0.00056734
                     59,                0.63567,                0.52967,                 1.0898,                 0.9111,                0.93385,                0.95181,                0.83458,                0.54962,                0.40272,                  1.071,             0.00054573,             0.00054573,             0.00054573
                     60,                0.63392,                0.52972,                 1.0916,                0.92452,                0.93513,                0.95796,                0.84358,                0.54349,                0.39523,                 1.0736,              0.0005243,              0.0005243,              0.0005243
                     61,                0.62428,                 0.5275,                 1.0832,                0.90907,                0.94675,                0.95704,                0.83541,                0.54652,                0.39582,                 1.0755,             0.00050306,             0.00050306,             0.00050306
                     62,                0.62454,                0.52171,                  1.087,                0.91894,                0.93868,                0.96095,                0.83963,                0.54355,                0.39401,                  1.071,             0.00048204,             0.00048204,             0.00048204
                     63,                0.63313,                0.51286,                 1.0873,                0.92105,                0.93868,                0.96371,                0.84709,                0.54159,                0.38719,                 1.0692,             0.00046125,             0.00046125,             0.00046125
                     64,                0.61543,                0.51156,                 1.0799,                0.92148,                 0.9416,                0.95767,                0.83898,                0.54934,                 0.3943,                 1.0741,             0.00044072,             0.00044072,             0.00044072
                     65,                0.61359,                0.50667,                 1.0759,                0.92581,                0.93659,                 0.9588,                0.83983,                0.54207,                 0.3822,                 1.0685,             0.00042047,             0.00042047,             0.00042047
                     66,                0.60735,                0.50695,                 1.0712,                0.92931,                0.93691,                0.95874,                0.84494,                0.53584,                0.38368,                 1.0582,             0.00040051,             0.00040051,             0.00040051
                     67,                0.61071,                0.50444,                 1.0782,                0.92781,                 0.9442,                0.95679,                0.84132,                0.54347,                0.38797,                 1.0667,             0.00038087,             0.00038087,             0.00038087
                     68,                0.61002,                0.49882,                 1.0846,                0.93687,                0.94304,                0.95677,                0.84487,                 0.5388,                0.38117,                 1.0655,             0.00036157,             0.00036157,             0.00036157
                     69,                0.60043,                0.50043,                 1.0758,                0.92795,                0.94143,                0.95941,                0.84864,                0.54104,                0.38179,                 1.0613,             0.00034263,             0.00034263,             0.00034263
                     70,                0.60779,                0.49596,                 1.0761,                0.92889,                0.93927,                0.95581,                0.84291,                0.53237,                0.38877,                 1.0601,             0.00032405,             0.00032405,             0.00032405
                     71,                0.60191,                 0.4904,                 1.0761,                0.93747,                0.94109,                0.95934,                 0.8495,                0.52656,                0.37193,                 1.0595,             0.00030587,             0.00030587,             0.00030587
                     72,                0.60021,                0.48833,                 1.0717,                0.93481,                0.94687,                0.96027,                0.84859,                0.52981,                0.38315,                 1.0595,              0.0002881,              0.0002881,              0.0002881
                     73,                0.59209,                 0.4845,                  1.068,                0.93143,                0.94453,                0.95673,                0.84646,                0.53501,                 0.3782,                 1.0617,             0.00027076,             0.00027076,             0.00027076
                     74,                0.58714,                0.47043,                 1.0645,                0.92733,                0.94695,                0.95636,                0.84719,                 0.5312,                0.38386,                  1.057,             0.00025386,             0.00025386,             0.00025386
                     75,                0.58551,                0.47152,                 1.0658,                0.92739,                0.94431,                0.96089,                0.85313,                0.52076,                0.38036,                 1.0541,             0.00023743,             0.00023743,             0.00023743
                     76,                 0.5749,                0.46582,                 1.0573,                0.92774,                0.94047,                  0.958,                0.84754,                0.52683,                0.37921,                 1.0568,             0.00022147,             0.00022147,             0.00022147
                     77,                0.58055,                0.45261,                 1.0643,                0.91511,                0.94542,                0.95554,                 0.8471,                0.52399,                0.37962,                  1.051,             0.00020601,             0.00020601,             0.00020601
                     78,                0.58765,                0.46457,                 1.0647,                0.94032,                0.92416,                0.96102,                0.85402,                0.51937,                0.37191,                 1.0513,             0.00019105,             0.00019105,             0.00019105
                     79,                0.57463,                0.45302,                 1.0601,                0.93759,                0.92971,                0.95901,                0.85122,                 0.5211,                0.37157,                 1.0494,             0.00017662,             0.00017662,             0.00017662
                     80,                 0.5812,                0.45289,                 1.0598,                0.93344,                0.93438,                0.96161,                0.85734,                0.51767,                0.37062,                  1.049,             0.00016272,             0.00016272,             0.00016272
                     81,                0.58426,                0.44508,                 1.0582,                 0.9235,                0.94381,                0.96573,                0.86313,                0.51623,                0.36416,                 1.0461,             0.00014938,             0.00014938,             0.00014938
                     82,                0.57481,                 0.4527,                 1.0546,                0.93477,                0.93722,                0.96598,                0.86212,                0.51878,                 0.3678,                 1.0478,             0.00013661,             0.00013661,             0.00013661
                     83,                0.56883,                0.45663,                 1.0573,                 0.9289,                0.93718,                0.96305,                0.85601,                0.51803,                0.36895,                 1.0455,             0.00012441,             0.00012441,             0.00012441
                     84,                0.56458,                0.44303,                 1.0486,                0.92795,                0.94092,                0.96163,                0.85724,                0.51574,                0.37105,                 1.0475,             0.00011279,             0.00011279,             0.00011279
                     85,                0.58035,                0.44509,                 1.0662,                0.92754,                0.94295,                0.96066,                0.85592,                 0.5151,                0.37103,                 1.0443,             0.00010179,             0.00010179,             0.00010179
                     86,                0.57057,                0.44013,                 1.0516,                0.92952,                0.94529,                0.96117,                0.85836,                0.51598,                0.37112,                 1.0438,             9.1387e-05,             9.1387e-05,             9.1387e-05
                     87,                0.56169,                0.43881,                 1.0513,                0.93127,                0.94368,                0.96126,                0.85779,                 0.5146,                0.36417,                  1.043,             8.1611e-05,             8.1611e-05,             8.1611e-05
                     88,                0.56581,                 0.4328,                 1.0506,                0.92869,                0.94198,                0.95974,                0.85754,                0.51522,                0.36359,                 1.0445,             7.2467e-05,             7.2467e-05,             7.2467e-05
                     89,                  0.559,                 0.4313,                  1.047,                0.93507,                0.93847,                0.96135,                0.86026,                0.51206,                0.36523,                 1.0429,             6.3963e-05,             6.3963e-05,             6.3963e-05
                     90,                0.56156,                 0.4432,                 1.0534,                0.93607,                0.93807,                0.96329,                0.85923,                0.51468,                0.36506,                 1.0431,             5.6108e-05,             5.6108e-05,             5.6108e-05
                     91,                0.44074,                0.31128,                0.97692,                 0.9287,                0.93943,                0.96159,                0.85575,                0.51833,                0.37371,                 1.0509,              4.891e-05,              4.891e-05,              4.891e-05
