                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.77765,                0.71192,                 1.2031,                0.85825,                0.86231,                0.89637,                0.71202,                0.75519,                0.55936,                 1.2779,              0.0012451,              0.0012451,              0.0012451
                     15,                0.76325,                0.69324,                 1.1903,                0.85588,                0.82757,                0.87628,                0.69672,                0.77484,                0.58256,                 1.3101,              0.0012309,              0.0012309,              0.0012309
                     16,                0.76642,                 0.6919,                 1.1975,                 0.8356,                0.83154,                0.88244,                0.69908,                0.76584,                0.58096,                 1.3053,              0.0012168,              0.0012168,              0.0012168
                     17,                0.75969,                0.66845,                  1.189,                0.81834,                0.81728,                 0.8712,                 0.6961,                0.76743,                0.59253,                 1.2911,              0.0012026,              0.0012026,              0.0012026
                     18,                0.75667,                 0.6617,                 1.1866,                 0.8651,                0.78436,                0.87098,                0.69703,                0.82309,                0.61033,                 1.3489,              0.0011885,              0.0011885,              0.0011885
                     19,                0.75175,                0.66017,                 1.1764,                0.84442,                0.78732,                 0.8859,                0.71165,                0.74466,                0.59989,                 1.2725,              0.0011744,              0.0011744,              0.0011744
                     20,                0.74254,                0.66383,                 1.1752,                0.83263,                0.84045,                0.88438,                 0.7197,                 0.7569,                0.53655,                 1.3016,              0.0011602,              0.0011602,              0.0011602
                     21,                 0.7431,                0.65197,                 1.1749,                0.83046,                0.83012,                0.87199,                0.69892,                0.74952,                0.55447,                  1.271,              0.0011461,              0.0011461,              0.0011461
                     22,                0.73054,                 0.6292,                 1.1726,                0.87475,                 0.8288,                0.89473,                0.73305,                0.69815,                0.52405,                 1.2368,              0.0011319,              0.0011319,              0.0011319
                     23,                0.73067,                0.62037,                 1.1717,                0.86165,                0.83836,                0.89205,                0.72681,                0.69836,                0.49709,                 1.2382,              0.0011178,              0.0011178,              0.0011178
                     24,                0.72626,                0.62327,                 1.1668,                0.84773,                0.85911,                0.89634,                0.72348,                0.73004,                0.52081,                 1.2592,              0.0011036,              0.0011036,              0.0011036
                     25,                0.71691,                0.61437,                 1.1556,                0.78114,                0.89534,                0.88424,                0.71411,                0.71773,                0.54124,                   1.25,              0.0010895,              0.0010895,              0.0010895
                     26,                0.71051,                0.60755,                 1.1556,                0.79387,                0.87222,                0.88019,                0.71295,                 0.7061,                0.53283,                 1.2358,              0.0010753,              0.0010753,              0.0010753
                     27,                0.71809,                 0.6118,                 1.1591,                0.83129,                0.85276,                0.87076,                0.69486,                0.73367,                0.58669,                 1.2604,              0.0010612,              0.0010612,              0.0010612
                     28,                0.70274,                0.60221,                 1.1496,                0.85379,                0.85049,                0.90132,                0.73938,                0.70079,                0.51048,                 1.2256,               0.001047,               0.001047,               0.001047
                     29,                0.71071,                0.59888,                 1.1497,                0.86292,                0.82389,                0.89414,                0.72855,                0.69725,                0.51733,                 1.2408,              0.0010329,              0.0010329,              0.0010329
                     30,                0.70485,                0.59526,                 1.1471,                 0.8278,                0.83338,                0.87505,                0.72263,                0.70073,                0.52887,                 1.2407,              0.0010187,              0.0010187,              0.0010187
                     31,                0.70751,                 0.5952,                 1.1565,                0.85202,                0.85629,                0.88644,                0.72557,                0.73941,                0.51888,                 1.2694,              0.0010046,              0.0010046,              0.0010046
                     32,                 0.6912,                0.57608,                 1.1422,                0.86556,                0.82506,                0.89373,                0.73919,                  0.675,                0.51118,                 1.2086,             0.00099044,             0.00099044,             0.00099044
                     33,                0.68856,                0.56885,                 1.1397,                0.86968,                0.82098,                0.88013,                0.72049,                0.69818,                0.52478,                 1.2352,             0.00097629,             0.00097629,             0.00097629
                     34,                0.68575,                0.56684,                 1.1369,                0.86418,                 0.8224,                0.88073,                0.71944,                0.72557,                0.51335,                 1.2582,             0.00096215,             0.00096215,             0.00096215
                     35,                0.68759,                0.57106,                 1.1378,                0.87236,                 0.8376,                0.90685,                0.74808,                0.70302,                0.48498,                 1.2392,               0.000948,               0.000948,               0.000948
                     36,                0.68017,                 0.5645,                 1.1327,                0.86202,                0.81914,                0.87968,                0.72954,                0.68475,                0.53024,                 1.2157,             0.00093385,             0.00093385,             0.00093385
                     37,                0.67912,                 0.5509,                 1.1284,                 0.8874,                0.88094,                0.91396,                0.75647,                0.69752,                 0.4636,                 1.2346,              0.0009197,              0.0009197,              0.0009197
                     38,                0.67615,                0.55715,                 1.1299,                0.84797,                0.88396,                0.90648,                0.75366,                0.69504,                 0.4748,                 1.2244,             0.00090556,             0.00090556,             0.00090556
                     39,                0.67804,                 0.5503,                 1.1288,                0.87909,                0.82552,                 0.8894,                0.73435,                0.66917,                0.49533,                 1.1992,             0.00089141,             0.00089141,             0.00089141
                     40,                0.66895,                0.54548,                 1.1273,                0.82465,                0.85632,                0.88367,                0.73533,                0.68901,                0.51405,                   1.21,             0.00087726,             0.00087726,             0.00087726
                     41,                0.66709,                0.54169,                 1.1271,                 0.8915,                0.82682,                0.91392,                 0.7659,                 0.6521,                0.47284,                 1.1814,             0.00086312,             0.00086312,             0.00086312
                     42,                0.67301,                0.53975,                 1.1232,                0.83553,                0.87359,                0.90192,                0.75845,                0.66693,                0.51622,                 1.2068,             0.00084897,             0.00084897,             0.00084897
                     43,                0.66351,                0.53047,                 1.1247,                0.87888,                0.86194,                 0.9064,                0.75899,                 0.6765,                0.47977,                 1.2057,             0.00083482,             0.00083482,             0.00083482
                     44,                0.65634,                0.52938,                 1.1127,                0.88113,                0.84093,                0.90667,                0.75952,                0.66391,                0.48845,                 1.2005,             0.00082067,             0.00082067,             0.00082067
                     45,                0.64977,                0.51787,                 1.1153,                0.87796,                0.87313,                0.91218,                0.76012,                0.66862,                0.45869,                 1.1917,             0.00080653,             0.00080653,             0.00080653
                     46,                0.65269,                0.51923,                 1.1087,                0.82994,                 0.8742,                0.87361,                0.73351,                0.67112,                0.49417,                 1.1965,             0.00079238,             0.00079238,             0.00079238
                     47,                0.65085,                0.52407,                 1.1184,                0.89452,                0.84559,                0.90079,                0.75426,                0.66575,                0.45976,                 1.1924,             0.00077823,             0.00077823,             0.00077823
                     48,                0.64599,                0.51101,                 1.1124,                0.89062,                0.81193,                0.89407,                0.74785,                  0.653,                0.48439,                 1.1811,             0.00076409,             0.00076409,             0.00076409
                     49,                0.64066,                0.50983,                 1.1025,                0.85129,                0.87982,                0.89532,                0.74969,                0.67439,                0.47272,                 1.2019,             0.00074994,             0.00074994,             0.00074994
                     50,                0.64113,                0.51059,                 1.1083,                0.87793,                0.87648,                0.91064,                0.77442,                0.65148,                 0.4478,                 1.1784,             0.00073579,             0.00073579,             0.00073579
                     51,                0.64688,                0.50756,                 1.1139,                0.87131,                0.86405,                0.89516,                0.74764,                0.66399,                0.47114,                 1.1925,             0.00072164,             0.00072164,             0.00072164
                     52,                0.63477,                0.50313,                 1.1018,                0.89903,                 0.8595,                0.91786,                0.78102,                0.62898,                0.43508,                 1.1743,              0.0007075,              0.0007075,              0.0007075
                     53,                0.63113,                0.49931,                 1.1055,                0.89557,                0.81667,                0.90136,                0.76039,                0.64819,                0.45455,                 1.1901,             0.00069335,             0.00069335,             0.00069335
                     54,                0.62554,                0.48932,                 1.0951,                0.88997,                0.87196,                 0.9177,                0.77373,                0.62659,                0.44165,                 1.1605,              0.0006792,              0.0006792,              0.0006792
                     55,                0.62832,                 0.4915,                    1.1,                0.87255,                0.88432,                0.91253,                 0.7833,                0.64502,                0.44135,                 1.1746,             0.00066506,             0.00066506,             0.00066506
                     56,                0.63112,                0.49034,                 1.0994,                0.89138,                0.84034,                0.89505,                0.76045,                 0.6437,                0.45155,                 1.1795,             0.00065091,             0.00065091,             0.00065091
                     57,                0.62177,                0.48596,                 1.0983,                 0.8828,                0.85809,                0.90453,                0.76936,                  0.661,                0.45593,                 1.2003,             0.00063676,             0.00063676,             0.00063676
                     58,                0.62613,                0.48416,                 1.0946,                0.87497,                0.86921,                0.89558,                0.75946,                0.64268,                0.45508,                 1.1766,             0.00062262,             0.00062262,             0.00062262
                     59,                0.61589,                0.48195,                 1.0938,                 0.8717,                0.82955,                0.88207,                0.74396,                0.66249,                0.48218,                 1.1825,             0.00060847,             0.00060847,             0.00060847
                     60,                0.61781,                0.47489,                 1.0917,                0.89868,                0.86089,                0.90655,                0.76127,                0.63714,                0.45021,                 1.1592,             0.00059432,             0.00059432,             0.00059432
                     61,                0.61458,                 0.4828,                 1.0962,                0.87036,                0.86206,                0.89904,                0.76674,                0.61382,                0.44693,                  1.142,             0.00058017,             0.00058017,             0.00058017
                     62,                0.60629,                0.46647,                 1.0839,                 0.8633,                0.86326,                0.89721,                0.75951,                0.64588,                0.46464,                 1.1706,             0.00056603,             0.00056603,             0.00056603
                     63,                0.61823,                0.47115,                 1.0886,                0.86147,                0.85307,                0.88744,                0.74604,                0.64571,                0.49174,                 1.1683,             0.00055188,             0.00055188,             0.00055188
                     64,                0.60439,                0.46282,                 1.0826,                 0.8496,                0.87181,                0.89333,                0.75981,                 0.6362,                0.45492,                 1.1587,             0.00053773,             0.00053773,             0.00053773
                     65,                0.60829,                0.45627,                 1.0834,                0.85863,                0.87988,                0.90078,                0.75972,                0.62653,                0.46216,                 1.1511,             0.00052359,             0.00052359,             0.00052359
                     66,                0.60223,                0.44914,                 1.0803,                0.84324,                0.88185,                 0.8946,                  0.758,                0.63874,                0.46347,                 1.1605,             0.00050944,             0.00050944,             0.00050944
                     67,                 0.6143,                0.46846,                 1.0882,                0.87129,                0.87633,                0.89718,                 0.7637,                0.61905,                0.45883,                 1.1428,             0.00049529,             0.00049529,             0.00049529
                     68,                0.60534,                0.45866,                  1.084,                0.90904,                0.81849,                0.89393,                0.76209,                0.63302,                0.44911,                  1.152,             0.00048114,             0.00048114,             0.00048114
                     69,                0.60145,                0.45469,                 1.0856,                0.87452,                0.87006,                0.89745,                0.76621,                0.63257,                0.45589,                 1.1501,               0.000467,               0.000467,               0.000467
                     70,                0.59301,                0.44824,                 1.0757,                0.85625,                0.87775,                0.89724,                0.76062,                0.63833,                0.44703,                 1.1586,             0.00045285,             0.00045285,             0.00045285
                     71,                0.59371,                0.44569,                 1.0761,                0.85368,                0.88173,                0.89657,                0.76738,                0.62481,                0.44983,                 1.1482,              0.0004387,              0.0004387,              0.0004387
                     72,                0.59064,                0.44161,                 1.0772,                 0.8592,                0.88018,                0.90073,                0.76759,                0.62649,                0.44679,                 1.1476,             0.00042456,             0.00042456,             0.00042456
                     73,                0.59025,                0.43835,                 1.0734,                0.83805,                0.87087,                0.89373,                0.76274,                0.62257,                0.46006,                 1.1403,             0.00041041,             0.00041041,             0.00041041
                     74,                0.59042,                0.43643,                 1.0737,                0.83843,                0.90827,                0.90363,                0.76979,                0.61796,                0.45019,                 1.1415,             0.00039626,             0.00039626,             0.00039626
                     75,                0.58728,                0.43651,                 1.0767,                0.85018,                0.87529,                0.89645,                0.76813,                0.62879,                0.45458,                 1.1481,             0.00038211,             0.00038211,             0.00038211
                     76,                0.57915,                0.42822,                 1.0717,                0.86021,                0.87902,                0.89843,                 0.7669,                0.63304,                0.45686,                 1.1559,             0.00036797,             0.00036797,             0.00036797
                     77,                0.57899,                0.42793,                 1.0706,                0.88161,                0.88067,                0.90638,                0.77112,                0.62927,                0.43976,                 1.1431,             0.00035382,             0.00035382,             0.00035382
                     78,                0.58367,                0.43635,                 1.0691,                0.82781,                0.89643,                0.89514,                0.76172,                0.62057,                0.45486,                 1.1369,             0.00033967,             0.00033967,             0.00033967
                     79,                0.57806,                0.43018,                 1.0714,                0.85372,                0.88873,                0.89871,                0.77211,                0.61997,                0.45026,                 1.1398,             0.00032553,             0.00032553,             0.00032553
                     80,                0.57516,                0.42002,                 1.0671,                0.85128,                 0.8842,                0.88693,                0.75996,                0.61085,                0.48773,                 1.1346,             0.00031138,             0.00031138,             0.00031138
                     81,                0.56767,                0.41821,                   1.06,                0.87536,                0.86548,                0.89772,                0.76919,                0.60684,                0.45687,                  1.132,             0.00029723,             0.00029723,             0.00029723
                     82,                0.56675,                0.41147,                 1.0651,                0.89141,                0.81792,                0.89139,                0.75933,                0.61018,                0.45637,                 1.1328,             0.00028308,             0.00028308,             0.00028308
                     83,                0.56688,                0.40844,                 1.0587,                0.85713,                0.86399,                0.90065,                0.77069,                0.61785,                 0.4424,                 1.1389,             0.00026894,             0.00026894,             0.00026894
                     84,                0.56364,                0.41589,                 1.0637,                0.81922,                0.91322,                0.89858,                0.76585,                0.61848,                0.45185,                 1.1407,             0.00025479,             0.00025479,             0.00025479
                     85,                0.55923,                0.41092,                 1.0582,                0.86534,                0.85413,                0.90012,                0.77162,                0.61805,                0.44541,                  1.141,             0.00024064,             0.00024064,             0.00024064
                     86,                0.56454,                 0.4103,                 1.0539,                 0.8517,                0.86967,                0.89975,                0.77028,                0.60871,                0.45047,                 1.1307,              0.0002265,              0.0002265,              0.0002265
                     87,                0.56148,                0.40706,                 1.0572,                0.82788,                0.90038,                0.90024,                0.77034,                0.59816,                0.45158,                 1.1213,             0.00021235,             0.00021235,             0.00021235
                     88,                0.55675,                0.40268,                 1.0551,                0.84065,                0.85898,                  0.892,                0.76302,                0.59969,                0.46925,                 1.1264,              0.0001982,              0.0001982,              0.0001982
                     89,                0.55443,                0.40577,                 1.0557,                0.82596,                0.88317,                0.89271,                0.76484,                0.59537,                0.45817,                 1.1251,             0.00018406,             0.00018406,             0.00018406
                     90,                0.55239,                0.39672,                 1.0493,                 0.8762,                0.83193,                0.89708,                0.76643,                0.60184,                0.45779,                 1.1269,             0.00016991,             0.00016991,             0.00016991
                     91,                0.43431,                0.28532,                0.97978,                0.87698,                0.83671,                0.88969,                0.75572,                0.60171,                0.45279,                  1.126,             0.00015576,             0.00015576,             0.00015576
                     92,                0.42342,                0.27369,                0.97302,                0.88705,                0.82995,                0.89916,                0.76912,                 0.5972,                0.44218,                 1.1224,             0.00014161,             0.00014161,             0.00014161
                     93,                0.42104,                0.27222,                0.97463,                0.88062,                 0.8314,                 0.8928,                0.76353,                0.60482,                 0.4512,                 1.1256,             0.00012747,             0.00012747,             0.00012747
                     94,                0.41448,                0.26776,                0.96962,                 0.8771,                0.85087,                0.89546,                0.76179,                0.59982,                0.44955,                 1.1233,             0.00011332,             0.00011332,             0.00011332
                     95,                0.41637,                0.26268,                0.96965,                0.87402,                0.85531,                0.90121,                0.76872,                0.59898,                 0.4432,                 1.1212,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                 0.4089,                0.26056,                0.96564,                0.83621,                0.89866,                0.89654,                0.76781,                0.59986,                0.44561,                 1.1214,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.40553,                 0.2559,                0.96153,                0.83258,                0.89845,                 0.8971,                0.76641,                0.60097,                0.44091,                 1.1225,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.40849,                0.25993,                0.96224,                 0.8534,                 0.8793,                    0.9,                0.76739,                 0.6003,                 0.4386,                  1.122,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.40099,                0.25254,                0.95925,                0.86321,                0.87272,                0.90235,                0.77053,                0.60003,                0.43651,                  1.122,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.40123,                0.25404,                0.96086,                 0.8648,                0.86413,                0.89809,                 0.7705,                0.60386,                0.43842,                 1.1234,             2.8437e-05,             2.8437e-05,             2.8437e-05
